Name,Price,Rating,Reviews,Category,Region,Type,ABV,IBU,Tasting_Notes,Food_Pairing,Suggested_Glassware,Suggested_Serving_Temperature (F),Calories Per Serving (12 Oz),Carbs Per Serving (12 Oz),Features
Jack Daniel's Country Cocktails Southern Peach,9.89,4.5,17.0,Malt Liquor,United States,Craft,4.8,1.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Weldwerks Juicy Bits IPA,17.99,4.9,2.0,IPA,United States,Independent Craft Brewer,6.7,45.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Athletic Brewing - Non-Alcoholic Seasonal Offering,11.99,4.4,6.0,Non-Alcoholic Beer,United States,"Craft, Independent Craft Brewer, Non-Alcoholic, Seasonal",0.5,15.0,"Chocolate, Coffee, Malty, Rich, Roasted, Smooth","Beef, Cheese - Creamy & Bloomy, Cheese - Hard Aged, Dessert - Chocolate & Coffee, Dessert - Vanilla & Caramel, Nuts, Pork, Root Vegetables",Unknown,40.0,90.0,12.0,Non-Alcoholic
Downeast Cider Mix Pack #3,19.99,5.0,1.0,Cider,United States,"Craft, Variety Pack",406768.0,35.0,"Blueberry, Fresh, Fruity",Unknown,Unknown,49.0,130.0,8.0,Gluten-Free
Rainier,13.49,4.6,14.0,American-Style Lager,United States,Craft,4.6,35.0,"Grainy, Bright, Dry, Light","Nuts, Fish - Meaty & Oily",Pint Glass,40.0,130.0,8.0,None
"Cape May Brewing Co., Coastal Evacuation (Double IPA)",14.99,4.9,6.0,Imperial / Double IPA,United States,Craft,8.0,60.0,"Citrus, Hoppy, Melon - Honeydew",Chicken,"Pint Glass, Snifter/Goblet/Chalice",55.0,130.0,8.0,None
Corona Hard Seltzer Berry Mix Variety Pack Gluten Free Spiked Sparkling Water,19.99,4.6,14.0,Hard Seltzer,Mexico,Variety Pack,4.5,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,100.0,3.0,None
O'Doul's Non-Alcoholic Beer,14.95,4.8,10.0,Non-Alcoholic Beer,United States,Non-Alcoholic,0.5,5.0,"Dry, Floral, Malty","Beef, Chicken",Pint Glass,40.0,130.0,8.0,Non-Alcoholic
Loverboy Hibiscus Pom,13.99,4.5,8.0,Hard Iced Tea,United States,Craft,4.2,35.0,Balanced,Unknown,Unknown,45.0,90.0,2.0,"Gluten-Free, Organic"
Four Loko Blue Razz,3.49,4.3,1.0,Malt Liquor,United States,Craft,14.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Franziskaner Hefe-Weissbier,11.59,4.8,17.0,Hefeweizen,Germany,Craft,5.0,12.0,"Banana, Bready, Creamy, Yeasty","Cheese - Creamy & Bloomy, Dessert - Fruit",Weizen Glass,50.0,130.0,8.0,None
"Twisted Tea Light, Hard Iced Tea",3.5,4.8,3.0,Hard Iced Tea,United States,Craft,4.0,35.0,No special notesbeer_updated,"Beef, Chicken, Pork",Mason Jar,45.0,130.0,8.0,None
Shiner Light Blonde,10.88,4.8,7.0,American-Style Lager,United States,"Craft, Independent Craft Brewer",4.2,9.0,"Crisp, Biscuit, Herbal","Nuts, Cheese - Hard Aged",Pint Glass,40.0,99.0,3.4,None
Mike's Harder Variety Pack,16.62,4.6,12.0,Specialty Beer & Alternatives,United States,Variety Pack,8.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,49.0,130.0,8.0,Gluten Reduced
Schilling Excelsior Mango Cider,14.99,5.0,1.0,Cider,United States,Craft,9.1,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
Mickey's Fine Malt Liquor,3.99,4.8,10.0,Malt Liquor,United States,Craft,5.6,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
JuneShine Hard Kombucha Midnight Painkiller,6.49,4.6,10.0,Hard Kombucha,United States,"Craft, Independent Craft Brewer",6.0,35.0,"Citrus, Coconut, Crisp, Flavored, Fresh, Fruity, Nutmeg, Pineapple, Smooth, Tropical, Tropical Fruit",Unknown,Unknown,49.0,130.0,8.0,"Gluten-Free, Kosher"
Left Hand Milk Stout Nitro,20.49,4.8,31.0,Stout,United States,"Craft, Independent Craft Brewer",6.0,25.0,"Balanced, Creamy, Chocolate, Smooth","Dessert - Vanilla & Caramel, Dessert - Chocolate & Coffee",Pint Glass,50.0,130.0,8.0,None
Budweiser Chelada with Clamato,3.75,4.6,12.0,Fruit Beer,United States,Craft,5.0,35.0,"Spicy, Vegetal, Acidic, Pepper","Tomatoes, Mushrooms","Pint Glass, Snifter/Goblet/Chalice",50.0,186.0,8.0,None
Whalers Rise American Pale Ale,11.99,4.9,6.0,American Pale Ale,United States,Craft,5.5,20.0,"Bright, Citrus, Dry, Hoppy",Unknown,Pint Glass,50.0,130.0,8.0,None
Athletic Lite Non-Alcoholic Brew,11.99,4.5,1.0,Non-Alcoholic Beer,United States,"Craft, Independent Craft Brewer, Non-Alcoholic",0.5,20.0,"Balanced, Bright, Crisp, Dry, Fresh, Light, Smooth","Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Stinky, Cured Meats, Dessert - Chocolate & Coffee, Dessert - Fruit, Dessert - Vanilla & Caramel, Fruit - Citrus, Fruit - Dried, Fruit - Sweet, Nuts, Salads & Greens",Unknown,49.0,25.0,5.0,Organic
Austin Eastciders Cider Variety Pack,19.99,4.6,15.0,Cider,United States,"Craft, Variety Pack, Independent Craft Brewer",5.0,35.0,"Apple, Fresh, Fruity",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,"Gluten Reduced, Kosher"
Redd's Hard Apple Ale Beer,10.44,4.7,14.0,Fruit Beer,United States,Craft,5.0,35.0,"Apple, Sweet, Syrupy","Pork, Cured Meats","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Icehouse,2.29,4.7,11.0,American-Style Lager,United States,Craft,5.5,35.0,"Dry, Grainy, Grassy, Light","Nuts, Cured Meats",Pint Glass,40.0,130.0,8.0,None
Lord Hobo Sampler Variety Pack,20.11,4.7,5.0,Variety Pack Beer,United States,"Craft, Variety Pack",406768.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Heavy Seas Loose Cannon,11.99,4.8,6.0,IPA,United States,"Craft, Independent Craft Brewer",7.25,45.0,"Hoppy, Pine, Citrus, Earthy","Salads & Greens, Cheese - Nutty & Semi-Firm","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Breckenridge Brewery Avalanche Amber Ale,10.49,4.7,11.0,Amber / Red Ale,United States,Craft,5.0,19.0,"Bright, Caramel, Crisp, Malty","Lamb, Fruit - Dried",Pint Glass,50.0,130.0,8.0,None
Abita Purple Haze,18.59,4.7,17.0,Fruit Beer,United States,"Craft, Independent Craft Brewer",4.2,13.0,"Flavored, Berry, Jammy","Chicken, Dessert - Chocolate & Coffee, Dessert - Fruit, Fruit - Sweet, Salads & Greens","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Lagunitas IPNA,11.56,4.3,10.0,Non-Alcoholic Beer,United States,"Craft, Non-Alcoholic",0.5,25.0,"Citrus, Crisp, Hoppy",Unknown,Unknown,49.0,80.0,18.0,None
Maplewood Son Of Juice,9.99,4.7,5.0,New England / Hazy IPA,United States,"Craft, Independent Craft Brewer",6.3,25.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Austin Eastciders Blood Orange Cider,11.0,4.6,10.0,Cider,United States,"Craft, Independent Craft Brewer",5.0,1.0,"Apple, Citrus, Fresh, Sweet","Cheese - Fresh & Soft, Chicken","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,"Gluten Reduced, Kosher"
SweetWater 420 Extra Pale Ale,18.99,4.8,7.0,American Pale Ale,United States,Craft,5.7,39.0,"Herbal, Citrus, Crisp","Cheese - Creamy & Bloomy, Root Vegetables","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Hamm's Beer,17.99,4.7,17.0,American-Style Lager,United States,Craft,4.7,35.0,"Light, Dry, Grainy, Bright","Nuts, Cured Meats",Pint Glass,40.0,130.0,8.0,None
Karbach Brewing Co. Hopadillo IPA,11.37,4.7,10.0,IPA,United States,Craft,6.6,65.0,"Floral, Hoppy, Malty","Duck & Game Bird, Pork","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
North Coast Old Rasputin Russian Imperial Stout,11.54,4.8,18.0,Imperial Stout,United States,Craft,9.0,75.0,"Rich, Roasted, Coffee, Chocolate","Dessert - Vanilla & Caramel, Cheese - Hard Aged",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Threes Brewing Logical Conclusion IPA,20.22,4.6,3.0,IPA,United States,Craft,7.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Colt 45,3.25,4.5,15.0,Malt Liquor,United States,Craft,6.1,6.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Old Style Beer,6.59,4.7,10.0,Pilsner,United States,Craft,4.64,25.0,No special notesbeer_updated,Unknown,Pilsner Glass,45.0,130.0,8.0,None
Stiegl Grapefruit Radler,2.99,4.8,15.0,Shandy / Radler,Austria,Craft,2.5,8.0,"Light, Fruity, Grapefruit, Grapefruit","Cheese - Fresh & Soft, Salads & Greens","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Paulaner Hefe Weizen,11.81,4.7,10.0,Wheat Ale,Germany,Craft,5.5,16.0,"Fruity, Banana, Balanced, Creamy","Cheese - Fresh & Soft, Fruit - Sweet",Weizen Glass,50.0,130.0,8.0,None
New Belgium Variety Pack,19.97,4.3,20.0,Variety Pack Beer,United States,"Craft, Seasonal, Variety Pack",7.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Jack's Abby House Lager,4.67,4.7,16.0,India Pale Lager,United States,"Craft, Independent Craft Brewer",5.2,18.0,"Balanced, Crisp, Grainy, Light, Malty","Cheese - Stinky, Cured Meats, Nuts","Pint Glass, Stein/Pub Mug",45.0,130.0,8.0,None
Brooklyn Bel Air Sour Ale,11.29,4.5,12.0,Sour / Wild Ale,United States,"Craft, Independent Craft Brewer",5.8,14.0,"Bright, Crisp, Tart, Tropical, Tropical Fruit","Cheese - Fresh & Soft, Chicken, Fish - White, Fruit - Citrus, Fruit - Sweet",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Stone IPA Variety Pack,19.99,4.5,2.0,Variety Pack Beer,United States,Variety Pack,6.9,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
Odell Montage Variety 12-pack,19.99,4.7,13.0,Variety Pack Beer,United States,"Craft, Independent Craft Brewer, Variety Pack",5.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
RITAS Water-Melon-Rita,14.29,4.6,5.0,Malt Liquor,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice, Mason Jar",40.0,130.0,8.0,None
Samuel Adams Wicked Easy Light & Hazy Lager,18.59,4.6,26.0,Light Lager,United States,Craft,4.7,12.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Bud Light Seltzer Sangria Splash Variety Pack,18.99,4.0,17.0,Hard Seltzer,United States,"Seasonal, Variety Pack",5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,100.0,8.0,Gluten-Free
Hurricane High Gravity Lager,2.29,4.5,7.0,Malt Liquor,United States,Craft,8.1,10.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
TRULY Hard Seltzer Fruit Punch,3.95,4.0,1.0,Hard Seltzer,United States,Craft,5.0,35.0,Fruity,Unknown,Snifter/Goblet/Chalice,45.0,100.0,3.0,None
Russian River Pliny The Elder,7.99,4.8,7.0,Imperial / Double IPA,United States,Independent Craft Brewer,8.0,100.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Steel Reserve Alloy Series Hard Pineapple,2.49,4.5,6.0,Fruit Beer,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Guinness Foreign Extra Stout,10.25,4.9,9.0,Stout,Ireland,Craft,7.5,47.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
DC Brau Brau Pils,13.0,4.9,1.0,Pilsner,DC,Craft,4.5,35.0,"Floral, Grainy, Malty","Beef, Nuts",Pilsner Glass,45.0,130.0,8.0,None
"Voodoo Ranger Atomic Citrus, Rotating Series",11.99,4.5,19.0,Seasonal Beer,United States,"Craft, Seasonal",7.0,35.0,Citrus,Unknown,Unknown,49.0,190.0,12.0,Kosher
Smithwick's Red Ale,10.99,4.8,16.0,Irish Red,Ireland,Craft,5.0,35.0,"Sweet, Caramel, Biscuit","Root Vegetables, Cheese - Hard Aged",Pint Glass,50.0,130.0,8.0,None
Bell’s Light Hearted Ale Lo-Cal IPA,11.99,4.7,5.0,Session IPA,United States,Craft,3.7,36.0,"Light, Crisp, Hoppy",Unknown,Snifter/Goblet/Chalice,50.0,110.0,8.0,None
Bud Light Seltzer Retro Tie-Die Hard Seltzer Variety Pack,19.99,4.6,21.0,Hard Seltzer,United States,Variety Pack,5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,100.0,8.0,Gluten-Free
Independence Brewing Stash IPA,10.99,4.8,8.0,IPA,United States,"Craft, Independent Craft Brewer",7.5,94.0,"Bold, Bright, Hoppy, Pine, Strong","Cheese - Hard Aged, Cured Meats, Dessert - Fruit","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Zero Gravity Green State Lager,10.67,4.9,4.0,Pilsner,United States,"Craft, Independent Craft Brewer",4.9,25.0,"Balanced, Crisp, Light",Unknown,Pint Glass,40.0,130.0,8.0,None
Revolver Brewing Blood & Honey Ale Craft Beer,12.31,4.7,12.0,Wheat Ale,United States,Craft,7.0,20.0,"Fruity, Honey, Spicy","Dessert - Fruit, Fish - Meaty & Oily, Pork",Pint Glass,50.0,212.0,17.6,None
Topo Chico Hard Seltzer Strawberry Guava,3.84,4.8,2.0,Hard Seltzer,United States,Craft,4.7,35.0,"Acidic, Fruity, Guava, Light, Sweet, Tropical, Tropical Fruit",Unknown,Snifter/Goblet/Chalice,45.0,100.0,2.0,Gluten-Free
Rhinegeist Truth IPA,11.49,4.8,10.0,IPA,United States,Craft,7.2,75.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Golden State Cider Mighty Dry,13.9,4.8,12.0,Lager,United States,Craft,6.3,10.0,"Apple, Balanced, Crisp, Dry, Fresh, Green Apple, Tart","Cured Meats, Cheese - Fresh & Soft","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten-Free
Revolution Fist City Pale Ale,11.99,4.7,4.0,Pale Ale,United States,"Craft, Independent Craft Brewer",5.5,45.0,"Citrus, Grapefruit, Pine","Salads & Greens, Fish - Meaty & Oily","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Bear Republic Racer 5 IPA,21.46,4.7,9.0,IPA,United States,Craft,7.0,75.0,"Hoppy, Tropical Fruit, Citrus, Balanced","Fish - Meaty & Oily, Cheese - Creamy & Bloomy","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Kronenbourg 1664 Lager,17.99,4.4,6.0,Pale Lager,France,Craft,5.0,20.0,"Balanced, Light, Smooth","Beef, Cheese - Blue, Cured Meats, Fish - Meaty & Oily, Pasta, Root Vegetables, Salads & Greens, Tomatoes",Pint Glass,45.0,130.0,8.0,None
Anchor Steam,11.15,4.6,14.0,California Common / Steam Beer,United States,Craft,4.9,33.0,"Balanced, Crisp, Earthy, Rich","Beef, Cheese - Fresh & Soft, Turkey",Pint Glass,50.0,130.0,8.0,None
Woodchuck Amber Hard Cider,10.52,4.6,7.0,Cider,United States,Variety Pack,5.0,35.0,"Apple, Balanced, Crisp, Sweet","Beef, Cheese - Hard Aged, Lamb, Mushrooms, Pork, Turkey","Pint Glass, Snifter/Goblet/Chalice",50.0,200.0,26.0,Gluten-Free
Goose Island Neon Beer Hug,2.99,4.9,7.0,IPA,United States,Craft,7.0,40.0,"Hoppy, Pine, Tropical Fruit",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Boulevard Tank 7 American Saison,11.49,4.7,13.0,Saison / Farmhouse Ale,United States,Craft,8.0,38.0,"Fruity, Spicy, Dry","Salads & Greens, Beef",Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Troegs Perpetual IPA,12.49,4.7,7.0,IPA,United States,Craft,7.5,85.0,"Hoppy, Citrus, Melon - Honeydew, Tropical Fruit","Cured Meats, Fish - White","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Fiddlehead Second Fiddle Double IPA,16.99,4.7,6.0,Imperial / Double IPA,United States,Craft,8.2,80.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
White Claw Refrshr Iced Tea Variety Pack,19.99,4.3,14.0,Hard Seltzer,United States,Variety Pack,5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,100.0,1.0,Gluten-Free
Heineken Mini-Keg,22.49,4.8,11.0,Lager,Netherlands,Craft,5.0,19.0,"Biscuit, Dry, Light, Smooth","Beef, Nuts","Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,Gluten Reduced
WarPigs Foggy Geezer IPA,13.99,4.8,6.0,New England / Hazy IPA,Denmark,Craft,6.8,70.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Rogue Dead Guy Ale,7.69,4.7,16.0,Maibock / Helles Bock,United States,Craft,6.8,40.0,"Malty, Rich, Balanced","Pork, Beef","Pint Glass, Stein/Pub Mug",55.0,210.0,17.0,None
Four Loko Watermelon,3.49,4.6,3.0,Malt Liquor,United States,Craft,12.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Ace Pineapple Cider,11.99,4.7,25.0,Cider,United States,"Craft, Independent Craft Brewer",5.0,1.0,"Sweet, Apple, Tropical Fruit","Dessert - Fruit, Cheese - Fresh & Soft","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Station 26 Tangerine Cream,10.99,4.7,12.0,Cream Ale,United States,Craft,5.2,35.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Miller 64 Extra Light Lager,26.98,4.7,13.0,Light Lager,United States,Craft,2.8,35.0,"Dry, Light",Nuts,Pint Glass,40.0,64.0,2.4,None
Lindemans Framboise Lambic,7.49,4.8,15.0,Fruit Lambic,Belgium,Craft,2.5,12.0,"Fruity, Sweet, Red Fruit, Rich","Cheese - Fresh & Soft, Dessert - Chocolate & Coffee, Dessert - Fruit, Dessert - Vanilla & Caramel, Duck & Game Bird, Fish - Meaty & Oily, Fruit - Dried, Fruit - Sweet, Salads & Greens",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
3 Floyds Brewing Gumballhead,13.99,4.8,4.0,Wheat Ale,United States,"Craft, Independent Craft Brewer",5.6,38.0,"Citrus, Fresh, Hoppy, Nectarine, Tropical Fruit","Fish - White, Salads & Greens",Pint Glass,50.0,130.0,8.0,None
Boddingtons Pub Ale,36.5,4.8,13.0,English Pale Ale / Bitter / ESB,United Kingdom,Craft,4.6,26.0,"Bready, Sweet, Malty, Biscuit","Duck & Game Bird, Chicken","Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
Allagash Tripel,10.99,4.8,7.0,Tripel,United States,"Craft, Independent Craft Brewer",9.0,18.0,"Strong, Balanced, Stone Fruit, Floral","Beef, Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Cheese - Stinky, Chicken, Cured Meats, Dessert - Chocolate & Coffee, Dessert - Fruit, Dessert - Vanilla & Caramel, Duck & Game Bird, Fish - Meaty & Oily, Fish - White, Fruit - Citrus, Fruit - Dried, Fruit - Sweet, Lamb, Mushrooms, Nuts, Pasta, Pork, Root Vegetables, Salads & Greens, Shellfish, Tomatoes, Turkey",Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Denver Beer Co. Princess Yum Yum Raspberry Kolsch,10.99,4.9,4.0,Kölsch,United States,Craft,4.8,35.0,"Flavored, Red Fruit, Tart, Light","Beef, Cheese - Fresh & Soft, Fruit - Dried, Root Vegetables, Salads & Greens",Stange,45.0,130.0,8.0,None
Smirnoff Ice Smash Screwdriver,1.99,4.3,6.0,Malt Liquor,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
"Founders Breakfast Stout, Oatmeal Stout Beer",11.99,4.8,19.0,Stout,United States,Craft,8.3,60.0,"Bold, Chocolate, Coffee, Creamy, Mocha, Roasted, Sweet","Cheese - Fresh & Soft, Cheese - Nutty & Semi-Firm, Dessert - Chocolate & Coffee, Dessert - Vanilla & Caramel, Fruit - Dried, Pork",Snifter/Goblet/Chalice,50.0,270.0,23.0,None
Flying Dog Variety Pack,22.99,4.7,10.0,Variety Pack Beer,United States,"Craft, Variety Pack",8.7,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Smirnoff Ice Raspberry,10.9,4.7,14.0,Malt Liquor,United States,Craft,4.5,35.0,"Flavored, Red Fruit, Tart, Acidic","Cheese - Fresh & Soft, Nuts",Pint Glass,40.0,130.0,8.0,None
Denver Beer Co. Juicy Freak Juicy IPA,11.99,4.9,5.0,New England / Hazy IPA,United States,Craft,6.5,35.0,"Citrus, Pear, Stone Fruit, Tropical Fruit",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Angry Orchard Hard Fruit Cider Peach Mango,11.99,4.7,2.0,Cider,United States,Craft,5.5,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
Michelob Ultra Hard Seltzer - Coconut Water Collection,20.78,4.0,1.0,Hard Seltzer,United States,Variety Pack,4.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,90.0,4.0,"Gluten-Free, Organic"
Terrapin Hopsecutioner IPA Craft Beer,10.99,4.8,7.0,IPA,United States,Craft,7.3,60.0,"Caramel, Citrus, Pine, Sweet","Beef, Cheese - Blue","Pint Glass, Snifter/Goblet/Chalice",50.0,88.0,6.4,None
Citizen Cider Wit's Up,13.95,4.3,5.0,Cider,United States,"Craft, Independent Craft Brewer",6.2,35.0,"Round, Dry, Apple, Yeasty","Pork, Cheese - Blue","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten-Free
"Founders Centennial IPA, American IPA Beer",10.99,4.4,14.0,IPA,United States,Craft,7.2,65.0,"Bitter, Citrus, Crisp, Floral, Hoppy, Malty, Pine, Sweet","Beef, Cheese - Blue, Cheese - Hard Aged, Chicken, Dessert - Vanilla & Caramel, Lamb, Mushrooms, Pork, Root Vegetables, Salads & Greens, Tomatoes","Pint Glass, Snifter/Goblet/Chalice",50.0,220.0,18.0,None
Magic Hat #9,2.19,4.7,14.0,Pale Ale,United States,Craft,5.1,20.0,"Fruity, Stone Fruit, Dried Fruit, Sweet","Pork, Nuts","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Hofbrau Original,12.49,4.8,8.0,Lager,Germany,Craft,5.1,24.0,"Balanced, Malty, Minerality, Crisp","Pork, Nuts","Pint Glass, Stein/Pub Mug",45.0,130.0,8.0,None
The Alchemist Heady Topper,6.99,4.7,6.0,IPA,United States,Craft,8.0,100.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Sierra Nevada Wild Little Thing,12.49,4.6,13.0,Sour / Wild Ale,United States,Craft,5.5,7.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,49.0,130.0,8.0,None
Allagash Curieux,19.99,4.7,8.0,Tripel,United States,"Craft, Independent Craft Brewer",10.2,27.0,"Honey, Intense, Oak, Smooth, Vanilla","Beef, Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Cheese - Stinky, Chicken, Cured Meats, Dessert - Chocolate & Coffee, Dessert - Fruit, Dessert - Vanilla & Caramel, Duck & Game Bird, Fish - Meaty & Oily, Fish - White, Fruit - Citrus, Fruit - Dried, Fruit - Sweet, Lamb, Mushrooms, Nuts, Pasta, Pork, Root Vegetables, Salads & Greens, Shellfish, Tomatoes, Turkey",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Coronado Weekend Vibes IPA,15.99,5.0,5.0,IPA,United States,"Craft, Independent Craft Brewer",6.8,60.0,"Hoppy, Tropical",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Smirnoff Ice Pink Lemonade,10.99,4.6,13.0,Malt Liquor,United States,Craft,4.5,35.0,"Berry, Fruity, Sweet, Tart","Cheese - Fresh & Soft, Dessert - Fruit",Pint Glass,40.0,130.0,8.0,None
Sierra Nevada Little Things Party Variety Pack,21.29,5.0,1.0,Variety Pack Beer,United States,"Craft, Independent Craft Brewer, Variety Pack",6.7,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
Saint Arnold Art Car IPA,9.99,4.8,8.0,IPA,United States,Craft,7.1,55.0,"Bready, Tropical Fruit, Nectarine, Stone Fruit","Cheese - Fresh & Soft, Fruit - Citrus","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Guinness Nitro Cold Brew Coffee,9.99,4.4,13.0,Dry Stout,Ireland,Craft,4.0,30.0,"Chocolate, Coffee, Dry, Roasted, Smooth",Unknown,Pilsner Glass,50.0,114.0,8.5,None
Daura Damm Crafted to Remove Gluten Lager Beer,8.84,4.6,7.0,Pale Lager,Barcelona,Craft,5.4,26.0,"Bready, Light, Malty","Beef, Chicken, Cured Meats, Turkey",Pint Glass,45.0,130.0,8.0,"Gluten Reduced, Gluten-Free"
Two Roads Two Juicy - Hazy Juicy IPA,16.49,4.8,8.0,New England / Hazy IPA,United States,"Craft, Independent Craft Brewer",8.2,35.0,"Fresh, Hoppy, Smooth","Cheese - Stinky, Chicken, Fish - White, Fruit - Citrus, Pork, Salads & Greens, Shellfish","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Bell's Official Hazy IPA,11.99,4.7,10.0,New England / Hazy IPA,United States,"Craft, Independent Craft Brewer",6.4,55.0,"Citrus, Peach, Smooth, Stone Fruit, Tropical",Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,187.0,8.0,None
Five Boroughs Brewing Co. Tiny Juicy IPA,15.99,4.7,7.0,IPA,United States,Craft,4.2,45.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Blue Point Toasted Lager,26.99,4.7,9.0,Amber / Red Ale,United States,Craft,4.5,28.0,"Balanced, Caramel, Grainy, Toasty","Fish - Meaty & Oily, Shellfish",Pint Glass,50.0,130.0,8.0,None
